date,spy_close,sma_200,pct_above_sma,trend_score,fed_assets,tga,rrp,net_liquidity,liq_slope_20d,liq_slope_pct,liquidity_score,vix,hy_spread,vix_score,spread_score,risk_appetite_score,score,category
2003-08-06,96.98,91.90594999999999,5.5209156752092925,75.10430782902486,740.295,6.205,3.5,730.5899999999999,-0.7010181818181866,-0.09595233740103022,0.006804768897680447,22.68,5.8,18.3,12.0,30.3,42.2,bear
2003-08-07,98.0,91.94265,6.588182959703684,78.87882282688771,734.018,5.639,3.5,724.879,-0.84561818181818,-0.11665646015654751,0.0008583621911668615,21.5,6.06,21.250000000000004,9.400000000000002,30.650000000000006,43.8,bear
2003-08-08,98.28,91.98074999999999,6.848443831997473,79.7329864444339,734.018,5.639,3.5,724.879,-0.8542303030302953,-0.11784453723039229,0.0007622079348266197,20.26,6.15,24.349999999999994,8.499999999999996,32.849999999999994,45.0,bear
2003-08-09,98.28,92.02590000000001,6.7960215548014125,79.56303469652977,734.018,5.639,3.5,724.879,-0.7268545454545327,-0.10027253451328189,0.004417738154167239,19.59,6.13,26.025,8.700000000000003,34.725,45.7,neutral
2003-08-10,98.28,92.07645000000001,6.737390505389806,79.37170227510842,734.018,5.639,3.5,724.879,-0.8306909090908944,-0.11459718230089357,0.0010546370596529187,19.59,6.13,26.025,8.700000000000003,34.725,45.6,neutral
2003-08-11,98.65,92.12615,7.081431276570235,80.47555581432604,734.018,5.639,3.5,724.879,-0.865303030303015,-0.11937206489676415,0.0006542357182013347,19.59,6.13,26.025,8.700000000000003,34.725,46.1,neutral
2003-08-12,99.55,92.19200000000001,7.981169732731678,83.14913688649055,734.018,5.639,3.5,724.879,-0.8306909090908944,-0.11459718230089357,0.0010546370596529187,19.75,6.08,25.624999999999996,9.199999999999998,34.824999999999996,47.2,neutral
2003-08-13,99.04,92.2553,7.354265825378055,81.31870282859802,734.018,5.639,3.5,724.879,-0.7268545454545327,-0.10027253451328189,0.004417738154167239,17.94,6.13,30.15,8.700000000000003,38.85,48.1,neutral
2003-08-14,99.31,92.31994999999999,7.571548728091828,81.9699032872643,735.386,5.611,3.5,726.275,-0.47764848484847733,-0.06576689061973458,0.13905157668101253,18.77,5.99,28.075,10.099999999999998,38.175,48.1,neutral
2003-08-15,99.62,92.39205,7.82312980391712,82.70161464339962,735.386,5.611,3.5,726.275,-0.17613939393939249,-0.024252437980020306,8.12678749656579,18.47,6.06,28.825,9.400000000000002,38.225,50.0,neutral
2003-08-16,99.62,92.461,7.7427239592909505,82.47034551862387,735.386,5.611,3.5,726.275,0.17767272727272196,0.024463560947674358,92.02945703781083,18.27,6.07,29.325000000000003,9.299999999999997,38.625,66.8,bull
2003-08-17,99.62,92.5267,7.666219588507965,82.2480442413071,735.386,5.611,3.5,726.275,0.20305454545453938,0.0279583553687707,94.24503690628558,18.27,6.07,29.325000000000003,9.299999999999997,38.625,67.2,bull
2003-08-18,100.48,92.60695,8.501575745664883,84.55758907223824,735.386,5.611,3.5,726.275,0.2115151515151452,0.029123286842469478,94.84525336306788,18.27,6.07,29.325000000000003,9.299999999999997,38.625,68.2,bull
2003-08-19,100.86,92.68095,8.824952700635896,85.38335889974962,735.386,5.611,3.5,726.275,0.20305454545453938,0.0279583553687707,94.24503690628558,18.18,6.05,29.549999999999997,9.500000000000004,39.05,68.6,bull
2003-08-20,100.45,92.75290000000001,8.298500639872167,84.01977446978205,735.386,5.611,3.5,726.275,0.17767272727272196,0.024463560947674358,92.02945703781083,17.86,5.98,30.349999999999998,10.199999999999998,40.55,68.2,bull
2003-08-21,100.77,92.82645000000001,8.557420864419555,84.70286891945278,750.825,5.644,3.5,741.681,0.9756969696969691,0.13155210524429897,99.99980646308217,17.82,5.81,30.45,11.900000000000006,42.35000000000001,70.8,bull
2003-08-22,99.77,92.89415000000001,7.401811631841171,81.46273017265345,750.825,5.644,3.5,741.681,1.57006060606061,0.21168947378463382,99.99999993596123,17.84,5.61,30.4,13.899999999999995,44.3,70.3,bull
2003-08-23,99.77,92.96610000000001,7.318689285664328,81.2103704679379,750.825,5.644,3.5,741.681,1.9607636363636443,0.264367516002654,99.99999999966988,18.55,5.62,28.625,13.8,42.425,69.5,bull
2003-08-24,99.77,93.0407,7.2326411989591595,80.94635515931272,750.825,5.644,3.5,741.681,2.2408727272727362,0.3021343040030331,99.99999999999244,18.55,5.62,28.625,13.8,42.425,69.3,bull
2003-08-25,99.93,93.1181,7.315333968369209,81.20012848017478,750.825,5.644,3.5,741.681,2.3342424242424338,0.3147232333364929,99.99999999999785,18.55,5.62,28.625,13.8,42.425,69.5,bull
2003-08-26,100.11,93.20154999999998,7.412376725494391,81.49461758583196,750.825,5.644,3.5,741.681,2.2408727272727362,0.3021343040030331,99.99999999999244,19.53,5.53,26.174999999999997,14.699999999999996,40.87499999999999,68.9,bull
2003-08-27,100.14,93.28514999999999,7.348275690182214,81.3004963053462,750.825,5.644,3.5,741.681,1.9607636363636443,0.264367516002654,99.99999999966988,19.49,5.55,26.275000000000006,14.500000000000002,40.775000000000006,68.8,bull
2003-08-28,100.76,93.37185000000001,7.9126096355593205,82.95613878815502,740.637,5.974,3.5,731.1629999999999,0.9202060606060589,0.1258551185722006,99.99965787866135,19.13,5.45,27.175000000000004,15.499999999999996,42.675,70.3,bull
2003-08-29,101.44,93.459,8.539573502819412,84.65656156574855,740.637,5.974,3.5,731.1629999999999,-0.17960000000001042,-0.02456360619998693,7.897465184838545,18.48,5.5,28.799999999999997,15.000000000000002,43.8,53.0,neutral
2003-08-30,101.44,93.54905000000001,8.435093675456875,84.38316920707831,740.637,5.974,3.5,731.1629999999999,-1.3386545454545635,-0.18308565196195153,1.1186421033926308e-06,18.63,5.43,28.425,15.700000000000003,44.125,51.4,neutral
2003-08-31,101.44,93.64575,8.323121978306533,84.08577968643607,740.637,5.974,3.5,731.1629999999999,-1.5298909090909298,-0.2092407450993732,8.180689547998554e-08,18.63,5.43,28.425,15.700000000000003,44.125,51.3,neutral
2003-09-01,101.44,93.74119999999999,8.212824243769022,83.78836347475311,740.637,5.974,3.5,731.1629999999999,-1.5936363636363853,-0.21795910947851374,3.421024530325667e-08,18.63,5.46,28.425,15.400000000000002,43.825,51.0,neutral
2003-09-02,102.8,93.83445,9.554646507759136,87.11235140514474,740.637,5.974,3.5,731.1629999999999,-1.5298909090909298,-0.2092407450993732,8.180689547998554e-08,18.63,5.46,28.425,15.400000000000002,43.825,52.4,neutral
2003-09-03,103.36,93.9305,10.03880528688765,88.1609534017545,740.637,5.974,3.5,731.1629999999999,-1.3386545454545635,-0.18308565196195153,1.1186421033926308e-06,19.02,5.19,27.450000000000003,18.099999999999994,45.55,53.5,neutral
2003-09-04,103.41,94.02680000000001,9.979282502435462,88.03613502258955,750.461,4.843,3.5,742.118,-0.4223818181818236,-0.0569157220525339,0.33629362292521137,19.44,5.16,26.399999999999995,18.4,44.8,53.2,neutral
2003-09-05,102.83,94.12020000000001,9.253911487650884,86.42189275190721,750.461,4.843,3.5,742.118,0.4885939393939466,0.06583776965306684,99.86192916683508,18.71,5.25,28.225,17.5,45.725,72.8,bull
2003-09-06,102.83,94.2062,9.154174566005214,86.18611587073924,750.461,4.843,3.5,742.118,1.3942727272727469,0.18787749755062494,99.99999930723817,18.17,5.42,29.574999999999996,15.800000000000002,45.375,72.6,bull
2003-09-07,102.83,94.29445,9.05201737748086,85.94106308582772,750.461,4.843,3.5,742.118,1.5934545454545679,0.21471714005785705,99.99999995268999,18.17,5.42,29.574999999999996,15.800000000000002,45.375,72.5,bull
2003-09-08,103.68,94.39120000000001,9.840747866326517,87.74122202060525,750.461,4.843,3.5,742.118,1.6598484848485082,0.22366368756026778,99.9999999806621,18.17,5.42,29.574999999999996,15.800000000000002,45.375,73.2,bull
2003-09-09,103.0,94.4803,9.017435380708996,85.85728846806951,750.461,4.843,3.5,742.118,1.5934545454545679,0.21471714005785705,99.99999995268999,18.26,5.35,29.349999999999998,16.500000000000004,45.85,72.7,bull
2003-09-10,101.96,94.5642,7.8209301194320835,82.69531998130579,750.461,4.843,3.5,742.118,1.3942727272727469,0.18787749755062494,99.99999930723817,18.85,5.34,27.874999999999993,16.600000000000005,44.474999999999994,70.9,bull
2003-09-11,102.26,94.64959999999999,8.040604503347096,83.31503347220263,737.234,4.745,3.5,728.989,0.3461757575757715,0.04748710303938351,99.14115401703631,20.01,5.42,24.974999999999998,15.800000000000002,40.775,69.5,bull
2003-09-12,102.45,94.74285,8.134809117521796,83.57530138612609,737.234,4.745,3.5,728.989,-0.6755696969696904,-0.09267213867008835,0.009446243328241621,19.25,5.36,26.875,16.4,43.275,50.7,neutral
2003-09-13,102.45,94.83274999999999,8.032298968447096,83.29192950174976,737.234,4.745,3.5,728.989,-1.6709636363636389,-0.22921657752910385,1.1098151730948302e-08,18.68,5.42,28.300000000000004,15.800000000000002,44.10000000000001,51.0,neutral
2003-09-14,102.45,94.92880000000001,7.922990704612292,82.98547414518788,737.234,4.745,3.5,728.989,-1.90967272727273,-0.2619618028904044,4.198952296974312e-10,18.68,5.42,28.300000000000004,15.800000000000002,44.10000000000001,50.8,neutral
2003-09-15,102.09,95.01755000000001,7.443309157097808,81.58773358428124,737.234,4.745,3.5,728.989,-1.9892424242424271,-0.2728768780108379,1.4096457334744628e-10,18.68,5.42,28.300000000000004,15.800000000000002,44.10000000000001,50.3,neutral
2003-09-16,103.58,95.11094999999999,8.904390083371064,85.58052493238156,737.234,4.745,3.5,728.989,-1.90967272727273,-0.2619618028904044,4.198952296974312e-10,19.28,5.43,26.799999999999997,15.700000000000003,42.5,51.2,neutral
2003-09-17,103.38,95.20334999999999,8.588615841774487,84.78353335405613,737.234,4.745,3.5,728.989,-1.6709636363636389,-0.22921657752910385,1.1098151730948302e-08,18.03,5.39,29.924999999999997,16.1,46.025,52.3,neutral
2003-09-18,104.6,95.30185,9.756526237423504,87.55888960302764,743.939,6.084,3.5,734.355,-0.9804242424242451,-0.13350821366018412,0.00015915169220193093,18.15,5.41,29.625,15.899999999999997,45.525,53.2,neutral
2003-09-19,103.67,95.39975,8.66904787486341,84.98990582896175,743.939,6.084,3.5,734.355,-0.19578787878788123,-0.02666120320388385,6.50023665580941,17.57,5.32,31.074999999999996,16.799999999999997,47.87499999999999,54.4,neutral
2003-09-20,103.67,95.50434999999999,8.550029396566769,84.68370468072982,743.939,6.084,3.5,734.355,0.6829454545454527,0.09299936060154186,99.99085782813785,17.54,5.26,31.15,17.400000000000006,48.550000000000004,73.3,bull
2003-09-21,103.67,95.60545,8.435240878004336,84.38355716950079,743.939,6.084,3.5,734.355,0.7805090909090888,0.10628498354461928,99.99757846195315,17.54,5.26,31.15,17.400000000000006,48.550000000000004,73.2,bull
2003-09-22,102.55,95.70445,7.152802194673293,80.6988623624832,743.939,6.084,3.5,734.355,0.8130303030303008,0.11071352452564505,99.99844487261637,17.54,5.26,31.15,17.400000000000006,48.550000000000004,71.7,bull
2003-09-23,102.94,95.80255,7.450167036263649,81.60832867732991,743.939,6.084,3.5,734.355,0.7805090909090888,0.10628498354461928,99.99757846195315,19.65,5.28,25.875000000000004,17.2,43.075,69.9,bull
2003-09-24,101.11,95.8915,5.442088193426953,74.80836355594887,743.939,6.084,3.5,734.355,0.6829454545454527,0.09299936060154186,99.99085782813785,19.47,5.34,26.325000000000003,16.600000000000005,42.92500000000001,67.1,bull
2003-09-25,100.28,95.97630000000001,4.4841278523968855,71.02967197987367,741.193,7.54,3.5,730.153,0.29113939393939264,0.03987375165744613,98.17894390262023,21.22,5.36,21.950000000000003,16.4,38.35,63.4,bull
2003-09-26,99.95,96.06945,4.039317389659251,69.16540376285933,741.193,7.54,3.5,730.153,-0.1147757575757582,-0.015719411900760278,17.193983579789574,22.26,5.37,19.349999999999994,16.299999999999997,35.64999999999999,45.4,neutral
2003-09-27,99.95,96.1666,3.934214165833044,68.71530239598266,741.193,7.54,3.5,730.153,-0.5347999999999997,-0.07324492263950154,0.06587600243122438,22.23,5.45,19.424999999999997,15.499999999999996,34.925,41.5,bear
2003-09-28,99.95,96.26105,3.8322353641478104,68.27518235883306,741.193,7.54,3.5,730.153,-0.6111999999999997,-0.0837084830165732,0.023146548372530162,22.23,5.45,19.424999999999997,15.499999999999996,34.925,41.3,bear
2003-09-29,100.93,96.34639999999999,4.7574169870384555,72.14134033514095,741.193,7.54,3.5,730.153,-0.6366666666666664,-0.08719633647559707,0.016332034464973333,22.23,5.45,19.424999999999997,15.499999999999996,34.925,42.8,bear
2003-09-30,99.95,96.42550000000001,3.6551534604435427,67.5031410103285,741.193,7.54,3.5,730.153,-0.6111999999999997,-0.0837084830165732,0.023146548372530162,21.67,5.4,20.824999999999992,15.999999999999998,36.82499999999999,41.7,bear
2003-10-01,102.08,96.51525,5.765669155910599,76.0082858405905,741.193,7.54,3.5,730.153,-0.5347999999999997,-0.07324492263950154,0.06587600243122438,22.72,5.51,18.200000000000006,14.900000000000002,33.10000000000001,43.7,bear
2003-10-02,102.45,96.60685,6.048380627253667,77.02416381600818,753.155,6.922,3.5,742.733,0.2787151515151477,0.03752561842750325,97.70800717208496,21.07,5.46,22.325,15.400000000000002,37.725,65.4,bull
2003-10-03,103.39,96.6899,6.929472468168864,79.99360135272407,753.155,6.922,3.5,742.733,0.9906787878787809,0.13338289639463724,99.99983884131626,20.8,5.36,23.0,16.4,39.4,67.8,bull
2003-10-04,103.39,96.7704,6.840521481775425,79.70737014566072,753.155,6.922,3.5,742.733,1.6010909090908998,0.21556749317599996,99.9999999565467,19.5,5.18,26.25,18.200000000000006,44.45,69.7,bull
2003-10-05,103.39,96.84755000000001,6.75541095257442,79.4306496788896,753.155,6.922,3.5,742.733,1.8298181818181711,0.24636284934399996,99.99999999800198,19.5,5.18,26.25,18.200000000000006,44.45,69.6,bull
2003-10-06,103.86,96.92609999999999,7.153800679074067,80.70197261016583,753.155,6.922,3.5,742.733,1.9060606060605951,0.25662796806666666,99.9999999992842,19.5,5.18,26.25,18.200000000000006,44.45,70.1,bull
2003-10-07,104.26,96.99905000000001,7.485588776384916,81.71442060790665,753.155,6.922,3.5,742.733,1.8298181818181711,0.24636284934399996,99.99999999800198,19.51,5.25,26.224999999999998,17.5,43.724999999999994,70.2,bull
