trade_id,y_max,MAE,y_actual,regret,nATR,structural_stop,is_survivor,y_max_survivor
2001,1.3328350772296875,-8.55754857997011,-5.256601893373192,6.58943697060288,2.4574702825823933,-4.914940565164787,False,-8.55754857997011
2002,0.2563280999679535,-5.511054149311126,-5.414931111823138,5.671259211791091,2.279489174715065,-4.55897834943013,False,-5.511054149311126
2003,6.294678812996037,-3.026156312311846,0.9031551784806559,5.391523634515381,2.617323599886059,-5.234647199772118,True,6.294678812996037
2004,3.5415421398685067,-5.1329946204423225,-3.451882845188288,6.993424985056794,2.8440141747075387,-5.688028349415077,True,3.5415421398685067
2005,1.8748562226823042,-11.847250977685757,-10.973084886128355,12.847941108810659,4.14229846527983,-8.28459693055966,False,-11.847250977685757
2006,1.7034068136272538,-3.0561122244488947,-2.3046092184368776,4.008016032064131,2.4835385055825907,-4.967077011165181,True,1.7034068136272538
2007,6.535105117017059,-5.107100357001196,-3.9170963903213036,10.452201507338362,3.3334277780925943,-6.6668555561851885,True,6.535105117017059
2008,10.430892394631504,-1.8130445020014034,5.203673181068992,5.227219213562512,1.6061757879511598,-3.2123515759023196,True,10.430892394631504
2009,3.7822604568377294,-6.066449124888762,-4.049243547908638,7.8315040047463675,2.4801881595118025,-4.960376319023605,False,-6.066449124888762
2010,0.8556840773540569,-13.039942165190668,-12.145309958431229,13.000994035785286,3.965137744958818,-7.930275489917636,False,-13.039942165190668
2011,0.41995632454224757,-2.603729212161942,-2.570132706198557,2.990089030740805,1.7722156895682843,-3.5444313791365687,True,0.41995632454224757
2012,6.023998040976231,-2.5548934780834296,-0.6366827197779782,6.660680760754209,1.8978042608766603,-3.7956085217533206,True,6.023998040976231
2013,18.20166732830487,-1.5482334259626858,13.834855101230644,4.366812227074227,1.7935121646912047,-3.5870243293824093,True,18.20166732830487
2014,3.6341611144760755,-3.3918837068443333,-2.362204724409452,5.996365838885527,2.0420524357532215,-4.084104871506443,True,3.6341611144760755
2015,3.264057120999602,-3.901568277444858,-3.2258064516129044,6.4898635726125065,1.9726416640862623,-3.9452833281725246,True,3.264057120999602
2016,4.752431476569404,-3.779840848806368,-1.8236074270557092,6.576038903625113,2.113332070228622,-4.226664140457244,True,4.752431476569404
2017,6.75639056995755,-3.4865865775449367,0.8490651251016277,5.907325444855923,2.1033072247957985,-4.206614449591597,True,6.75639056995755
2018,2.5847013622074817,-8.644778204680398,-3.6500174641983874,6.234718826405869,2.474926400878201,-4.949852801756402,False,-8.644778204680398
2019,2.4194807222019903,-3.434101670222173,-1.1551069254383677,3.574587647640358,3.0721087019541673,-6.144217403908335,True,2.4194807222019903
2020,17.98653414555946,-11.413914716255217,-7.9833279897403076,25.969862135299767,4.321348417533091,-8.642696835066182,False,-11.413914716255217
2021,2.9369627507163205,-5.8381088825214995,-5.068051575931241,8.005014326647562,2.095272206303725,-4.19054441260745,False,-5.8381088825214995
2022,9.017595307917881,-11.510263929618771,-11.19257086999022,20.2101661779081,4.171903365451751,-8.343806730903502,False,-11.510263929618771
2023,10.74148296593187,-2.7815631262525042,5.450901803607223,5.290581162324646,1.7681076438591472,-3.5362152877182944,True,10.74148296593187
2024,0.7451835696110443,-6.852053798618689,-5.652490003635053,6.397673573246098,2.0122552837929066,-4.024510567585813,False,-6.852053798618689
2025,39.24624539529613,-3.65542646642108,25.644658543496757,13.601586851799372,3.0826215439420306,-6.165243087884061,True,39.24624539529613
2026,1.7339397384877755,-6.154064809550879,-5.294201250710623,7.028140989198398,2.113619751482174,-4.227239502964348,False,-6.154064809550879
2027,2.6858068997453204,-1.5512850196804693,-1.3892104653854926,4.0750173651308135,2.1284688916085073,-4.2569377832170145,True,2.6858068997453204
2028,1.4677523034068891,-3.910434968930797,-3.8890079280051526,5.356760231412042,2.9554011448161868,-5.9108022896323735,True,1.4677523034068891
2029,12.016670525584638,-3.774021764297281,7.478583005325317,4.538087520259322,2.186352660999571,-4.372705321999142,True,12.016670525584638
2030,2.9010662038184942,-5.866600545499634,-4.770642201834865,7.671708405653359,3.588254046969641,-7.176508093939282,True,2.9010662038184942
2031,13.282841140529534,-3.5641547861507092,2.4439918533604907,10.838849287169044,3.543697265056734,-7.087394530113468,True,13.282841140529534
2032,10.939602628037685,-1.915617826327873,4.163698250613477,6.775904377424208,2.20906695615791,-4.41813391231582,True,10.939602628037685
2033,10.091172595520419,-4.24242424242424,-3.030303030303045,13.121475625823464,3.364483342744215,-6.72896668548843,True,10.091172595520419
2034,4.539722572509451,-8.638083228247158,-6.872635561160151,11.412358133669603,4.895514321743829,-9.791028643487659,True,4.539722572509451
2035,0.4665889018496936,-3.8826862189635034,-3.407765372437918,3.8743542742876116,1.9026590806294188,-3.8053181612588376,False,-3.8826862189635034
2036,1.8678892851078304,-7.692307692307694,-7.624384445576501,9.492273730684332,3.3913106760788874,-6.782621352157775,False,-7.692307692307694
2037,19.124741557546525,-7.270847691247413,1.1371467953135832,17.98759476223294,3.1825342128581258,-6.3650684257162515,False,-7.270847691247413
2038,2.3230088495575183,-5.033185840707972,-3.6504424778761133,5.973451327433631,2.317741255794355,-4.63548251158871,False,-5.033185840707972
2039,3.9499206489155383,-12.061364838652802,-8.799153588432379,12.749074237347918,3.695493362218806,-7.390986724437612,False,-12.061364838652802
2040,8.579854809437384,-1.9918330308530012,2.477313974591655,6.102540834845729,2.3599948146227643,-4.719989629245529,True,8.579854809437384
2041,8.405639913232102,-2.2234273318871964,2.639190166305135,5.766449746926967,1.584288813139139,-3.168577626278278,True,8.405639913232102
2042,0.424483372675697,-3.549095125688489,-3.0707748374539245,3.4952582101296215,1.94789059865467,-3.89578119730934,True,0.424483372675697
2043,3.1004366812226967,-9.884874950377135,-9.20206431123462,12.302500992457317,3.432768105257189,-6.865536210514378,False,-9.884874950377135
2044,11.485436893203882,-4.72815533980583,4.786407766990298,6.699029126213585,3.2864077669902905,-6.572815533980581,True,11.485436893203882
2045,0.2145922746781105,-3.121342177136172,-2.8872415138509497,3.1018337885290603,1.922969734128531,-3.845939468257062,True,0.2145922746781105
2046,0.9356725146198909,-3.313840155945411,-3.118908382066266,4.054580896686157,1.6986911723753852,-3.3973823447507705,True,0.9356725146198909
2047,14.305251641137845,-4.266958424507664,-2.3249452954048175,16.630196936542664,4.391997499218507,-8.783994998437015,True,14.305251641137845
2048,1.6442451420029953,-8.898854010961628,-8.898854010961628,10.543099152964624,3.5892234322727576,-7.178446864545515,False,-8.898854010961628
2049,32.72292993630574,-5.652866242038223,-4.378980891719751,37.10191082802549,5.863284804367605,-11.72656960873521,True,32.72292993630574
2050,5.5107913669064725,-3.776978417266187,-3.1366906474820238,8.647482014388496,2.9446248715313463,-5.889249743062693,True,5.5107913669064725
2051,7.786691835771584,-9.910335063709303,-6.9844266163284585,14.771118452100042,2.821411717117237,-5.642823434234474,False,-9.910335063709303
2052,5.116629044394275,-4.11792872289487,1.1252479649770917,3.9913810794171827,1.9900716288978149,-3.9801432577956297,False,-4.11792872289487
2053,8.310991957104559,-3.9376675603217186,-3.41823056300268,11.729222520107239,2.7599578705476824,-5.519915741095365,True,8.310991957104559
2054,1.1779141104294402,-5.226993865030681,-5.128834355828229,6.30674846625767,2.3172655565293576,-4.634531113058715,False,-5.226993865030681
2055,18.400340353116352,-2.148479047011275,12.181805289654687,6.218535063461665,2.0061587706769557,-4.012317541353911,True,18.400340353116352
2056,60.076775431861805,-7.389635316698652,36.75623800383877,23.320537428023037,4.058129969838224,-8.116259939676448,True,60.076775431861805
2057,23.12373225152131,-4.665314401622709,9.330628803245435,13.793103448275875,6.018110692552886,-12.036221385105772,True,23.12373225152131
2058,1.0177377144518795,-9.392265193370166,-6.717068915382384,7.734806629834264,2.9285921987288654,-5.857184397457731,False,-9.392265193370166
2059,1.9180216142537372,-8.105345146529052,-5.593418362379507,7.511439976633244,3.6297689750615487,-7.259537950123097,False,-8.105345146529052
2060,3.9032371158116206,-3.3539791983171563,-3.050134392894706,6.953371508706327,2.2028748393128423,-4.405749678625685,True,3.9032371158116206
2061,2.1655506482404845,-9.417295911098448,-5.812793845277103,7.978344493517588,3.596310015671748,-7.192620031343496,False,-9.417295911098448
2062,11.718534838887345,-2.0517763701459777,3.3599559350041277,8.358578903883217,2.420623991816496,-4.841247983632992,True,11.718534838887345
2063,10.08540056933713,-11.681577877185843,-4.747864985766573,14.833265555103704,2.4835879858246654,-4.967175971649331,False,-11.681577877185843
2064,0.8690928843020106,-3.4763715372080424,-2.4443237370993987,3.313416621401409,2.7197951423915576,-5.439590284783115,True,0.8690928843020106
2065,2.5990099009900876,-11.324257425742575,-8.353960396039602,10.95297029702969,4.944837340876944,-9.889674681753888,False,-11.324257425742575
2066,1.5431990761801537,-2.4320257549777757,-0.7838471498057911,2.327046225985945,2.067346867360866,-4.134693734721732,True,1.5431990761801537
2067,1.364256480218281,-15.825375170532052,-15.211459754433832,16.575716234652113,4.230169557591117,-8.460339115182235,False,-15.825375170532052
2068,20.182566672632905,-11.401467692858418,-7.302666905315909,27.485233577948815,3.9082052724436864,-7.816410544887373,False,-11.401467692858418
2069,5.651250589900887,-2.052855120339794,0.05899008966493293,5.5922605002359544,1.2783995145958302,-2.5567990291916605,True,5.651250589900887
2070,32.1909307875895,-2.329355608591883,22.377088305489256,9.813842482100245,1.6332083191271711,-3.2664166382543423,True,32.1909307875895
2071,0.45045045045046017,-4.78409443926685,-4.551102826964884,5.001553277415344,1.384635867394491,-2.769271734788982,False,-4.78409443926685
2072,6.235424082484348,-1.9639130968454575,1.7552473303056422,4.480176752178706,1.4159462729488486,-2.831892545897697,True,6.235424082484348
2073,6.007987497829473,-3.5422816461191284,1.0244834172599344,4.9835040805695385,1.516880410785604,-3.033760821571208,False,-3.5422816461191284
2074,5.201793721973087,-3.414050822122576,-2.732436472346782,7.934230194319869,2.0380098227631858,-4.0760196455263715,True,5.201793721973087
2075,1.4011266791853225,-1.9933554817275885,-1.5166835187057592,2.9178101978910815,1.684859990507831,-3.369719981015662,True,1.4011266791853225
2076,0.578790141896929,-2.1097834204630366,-1.8670649738610903,2.445855115758019,1.4656460044809543,-2.9312920089619086,True,0.578790141896929
2077,8.895579581223485,-4.06459559326673,3.681401395921736,5.2141781853017495,1.297190560910283,-2.594381121820566,False,-4.06459559326673
2078,5.55462606658859,-2.5598126150242617,1.572695332106404,3.9819307344821855,1.4352637491335851,-2.8705274982671702,True,5.55462606658859
2079,44.14613894270688,-2.5186825352892432,27.622474398007185,16.52366454469969,2.25178917401447,-4.50357834802894,True,44.14613894270688
2080,31.145223187234922,-2.2419713189254686,19.268834578872955,11.876388608361967,2.5348414461724946,-5.069682892344989,True,31.145223187234922
2081,1.6347619854311304,-6.183296628832794,-5.556496696594953,7.191258682026084,2.329324072505508,-4.658648145011016,False,-6.183296628832794
2082,30.292983216218122,-4.202923917794074,17.56979326872053,12.723189947497591,1.782181473057744,-3.564362946115488,False,-4.202923917794074
