ticker,earnings_date,eps_estimate,reported_eps,eps_surprise_pct,is_confirmed
AAON,2026-05-07,0.29,,,False
AAT,2026-07-28,0.12,,,False
AAL,2026-07-23,-0.04,,,False
AAMI,2026-07-30,0.99,,,False
AAPL,2026-07-30,1.89,,,False
AA,2026-07-15,2.22,,,False
AB,2026-07-23,0.82,,,False
ABBV,2026-07-30,3.76,,,False
ABNB,2026-05-07,0.3,,,False
ABG,2026-07-28,6.58,,,False
ABR,2026-05-08,0.11,,,False
ABT,2026-07-16,1.28,,,False
ABCB,2026-07-27,1.66,,,False
ACCO,2026-07-30,0.27,,,False
ACEL,2026-08-04,0.21,,,False
ACNB,2026-07-23,1.37,,,False
ACM,2026-05-11,1.54,,,False
ACLS,2026-05-07,0.71,,,False
ACI,2026-07-21,0.54,,,False
ACMR,2026-05-07,0.2,,,False
ACU,2026-07-29,0.48,,,False
ACT,2026-07-29,1.21,,,False
ACT,2026-05-05,1.2,1.21,1.16,True
AD,2026-05-08,3.69,,,False
ADAM,2026-07-29,0.24,,,False
ADC,2026-07-30,0.47,,,False
ACR,2026-07-29,0.16,,,False
ADEA,2026-08-04,0.32,,,False
ADM,2026-08-04,1.03,,,False
ADT,2026-07-30,0.22,,,False
ADPT,2026-08-04,-0.14,,,False
ADPT,2026-05-05,-0.16,-0.13,20.18,True
ADP,2026-07-29,2.59,,,False
ADTN,2026-08-04,0.12,,,False
ADTN,2026-05-04,0.09,0.14,50.01,True
ADUS,2026-08-03,1.69,,,False
AEE,2026-07-30,1.08,,,False
AEHR,2026-07-14,-0.01,,,False
AEIS,2026-08-04,2.17,,,False
AEIS,2026-05-04,1.98,2.09,5.57,True
AEP,2026-07-30,1.57,,,False
AES,2026-07-30,0.51,,,False
AES,2026-05-05,0.37,0.77,108.27,True
AEYE,2026-05-12,0.17,,,False
AFG,2026-08-04,2.49,,,False
AFG,2026-04-29,2.56,2.47,-3.35,True
AGCO,2026-07-30,1.49,,,False
AFL,2026-08-06,1.77,,,False
AGIO,2026-07-30,-1.58,,,False
AGL,2026-05-06,1.4,,,False
AGNC,2026-07-20,0.38,,,False
AHCO,2026-08-04,0.22,,,False
AHT,2026-05-12,-8.79,,,False
AHH,2026-08-03,0.07,,,False
AIG,2026-08-06,1.93,,,False
AIN,2026-08-05,0.71,,,False
AIN,2026-04-30,0.53,0.6,13.92,True
AIRS,2026-05-08,-0.02,,,False
AIT,2026-08-13,2.92,,,False
AIZ,2026-08-04,5.25,,,False
AJG,2026-07-30,2.87,,,False
AKR,2026-07-28,0.04,,,False
ALAB,2026-08-04,0.55,,,False
ALB,2026-05-06,1.31,,,False
ALGN,2026-07-29,2.61,,,False
ALGS,2026-05-07,-2.28,,,False
ALGT,2026-08-03,-0.09,,,False
ALGT,2026-04-30,3.49,3.77,8.08,True
ALHC,2026-07-30,0.2,,,False
ALK,2026-07-22,-0.94,,,False
ALKT,2026-07-29,0.16,,,False
ALL,2026-08-05,4.56,,,False
ALLY,2026-07-16,1.27,,,False
ALMU,2026-05-13,-0.04,,,False
ALNT,2026-05-06,0.53,,,False
ALNY,2026-07-30,2.06,,,False
ALOT,2026-06-04,,,,False
ALOT,2020-12-07,0.02,,-100.0,False
ALOT,2020-09-09,-0.06,,100.0,False
ALRM,2026-05-07,0.6,,,False
ALSN,2026-08-04,2.43,,,False
ALSN,2026-05-04,2.03,1.33,-34.52,True
ALSN,2026-02-23,1.46,1.42,-2.39,True
ALSN,2025-10-29,1.85,1.75,-5.65,True
ALSN,2025-08-04,2.22,2.25,1.37,True
ALSN,2025-05-01,1.98,2.25,13.98,True
ALSN,2025-02-11,1.93,2.05,6.0,True
ALSN,2024-10-29,1.98,2.28,14.93,True
ALSN,2024-07-25,2.03,2.22,9.2,True
ALSN,2024-04-25,1.85,2.1,13.89,True
ALSN,2024-02-13,1.5,2.04,36.23,True
ALSN,2023-10-25,1.89,1.88,-0.79,True
ALSN,2023-07-27,1.72,1.92,11.91,True
ALSN,2023-04-27,1.74,1.89,8.59,True
ALSN,2023-02-15,1.44,1.65,15.18,True
ALSN,2022-10-26,1.44,1.66,15.03,True
ALSN,2022-08-03,1.57,1.35,-14.02,True
ALSN,2022-04-27,1.27,1.48,16.3,True
ALSN,2022-02-16,1.12,1.2,7.82,True
ALSN,2021-10-27,1.04,0.95,-8.66,True
ALSN,2021-07-28,1.13,1.1,-3.16,True
ALSN,2021-04-28,0.99,1.15,15.41,True
ALSN,2021-02-17,0.74,0.74,1.06,True
ALSN,2020-10-28,0.75,0.76,0.74,True
ALSN,2020-08-04,0.34,0.37,10.33,True
ALRS,2026-08-04,0.68,,,False
ALTG,2026-05-07,-0.47,,,False
ALTI,2026-05-11,0.06,,,False
ALX,2026-08-03,,,,False
ALT,2026-05-13,-0.25,,,False
ALT,2026-03-05,-0.24,-0.27,-11.18,True
ALT,2025-11-06,-0.27,-0.21,20.97,True
ALT,2025-08-12,-0.32,-0.27,15.77,True
ALT,2025-05-13,-0.34,-0.26,23.91,True
ALT,2025-02-27,-0.34,-0.33,1.52,True
ALT,2024-11-12,-0.36,-0.32,10.49,True
ALT,2024-08-08,-0.34,-0.35,-1.45,True
ALT,2024-05-09,-0.35,-0.34,3.55,True
ALT,2024-03-27,-0.38,-0.33,14.2,True
ALT,2023-11-07,-0.44,-0.39,11.7,True
ALT,2023-08-10,-0.46,-0.32,30.93,True
ALT,2023-05-11,-0.48,-0.4,16.67,True
ALT,2023-02-28,-0.54,-0.44,17.91,True
ALT,2022-11-10,-0.51,-0.48,5.42,True
ALT,2022-08-11,-0.49,-0.42,15.15,True
ALT,2022-05-12,-0.58,-0.44,24.46,True
ALT,2022-03-15,-0.69,-0.49,28.45,True
ALT,2021-11-09,-0.39,-0.81,-107.69,True
ALT,2021-08-10,-0.53,-0.6,-13.21,True
ALT,2021-05-17,-0.74,-0.38,48.88,True
ALT,2021-02-25,-0.8,-0.17,78.64,True
ALT,2020-11-09,-0.76,-0.54,28.95,True
ALT,2020-08-11,-0.28,-0.94,-229.82,True
ALT,2020-05-13,-0.32,-0.26,18.75,True
ALTS,2026-05-12,-0.14,,,False
ALTS,2011-02-28,0.45,0.38,-15.56,True
ALTS,2010-11-09,0.9,0.8,-11.11,True
ALTS,2010-08-12,0.4,0.65,62.5,True
ALTS,2010-05-11,0.2,0.1,-50.0,True
ALTS,2010-03-01,0.25,-1.25,-600.0,True
ALTS,2009-11-09,-0.05,0.45,1000.0,True
ALTS,2009-08-11,-0.1,-0.45,-350.0,True
ALTS,2009-05-11,-0.25,-2.15,-760.0,True
ALTS,2009-03-05,0.5,-0.7,-240.0,True
ALTS,2008-10-29,0.85,1.25,47.06,True
ALTS,2008-07-31,1.35,0.9,-33.33,True
ALTS,2008-05-07,-0.05,0.15,400.0,True
ALTS,2008-03-13,0.15,0.85,466.67,True
ALTS,2007-10-24,0.85,1.55,82.35,True
ALTS,2007-08-01,0.3,0.95,216.67,True
ALTS,2007-05-10,-0.6,-0.55,8.33,True
ALTS,2007-03-29,-1.05,-0.35,66.67,True
ALTS,2006-11-06,,0.05,,True
ALTS,2006-08-04,0.3,-0.55,-283.33,True
ALTS,2006-05-04,-0.5,-0.8,-60.0,True
ALUR,2026-05-13,-0.53,,,False
ALUR,2026-03-30,-0.63,-0.36,42.44,True
AMBQ,2026-05-12,-0.36,,,False
AM,2026-07-29,0.32,,,False
AM,2026-04-29,0.3,0.29,-3.57,True
AM,2026-02-11,0.27,0.28,2.19,True
AM,2025-10-29,0.29,0.27,-7.56,True
AM,2025-07-30,0.25,0.26,5.35,True
AM,2025-04-30,0.3,0.28,-5.68,True
AM,2025-02-12,0.27,0.26,-4.09,True
AM,2024-10-30,0.3,0.23,-24.44,True
AM,2024-07-31,0.27,0.23,-14.41,True
AM,2024-04-24,0.22,0.21,-6.22,True
AM,2024-02-14,0.26,0.24,-5.89,True
AM,2023-10-25,0.23,0.23,1.04,True
AM,2023-07-26,0.24,0.22,-8.18,True
AM,2023-04-26,0.2,0.21,2.77,True
AM,2023-02-15,0.22,0.2,-10.03,True
AM,2022-10-26,0.22,0.2,-10.45,True
AM,2022-07-27,0.23,0.2,-13.58,True
AM,2022-04-27,0.22,0.19,-13.82,True
AM,2022-02-16,0.23,0.2,-12.43,True
AM,2021-10-27,0.2,0.22,9.98,True
AM,2021-07-28,0.22,0.23,3.65,True
AM,2021-04-28,0.23,0.21,-8.19,True
AM,2021-02-17,0.23,0.21,-9.42,True
AM,2020-10-28,0.24,0.25,2.53,True
AM,2020-07-29,0.22,0.22,0.48,True
AMAL,2026-07-23,1.0,,,False
AMAL,2026-04-23,0.95,0.8,-15.79,True
AMAL,2026-01-22,0.91,0.99,9.39,True
AMAL,2025-10-23,0.88,0.91,4.0,True
AMAL,2025-07-24,0.87,0.88,1.15,True
AMAL,2025-04-24,0.8,0.88,10.0,True
AMAL,2025-01-23,0.88,0.9,2.27,True
AMAL,2024-10-24,0.83,0.91,9.64,True
AMAL,2024-07-25,0.79,0.85,7.45,True
AMAL,2024-04-25,0.74,0.83,12.67,True
AMAL,2024-01-25,0.72,0.72,0.68,True
AMAL,2023-10-26,0.7,0.76,8.57,True
AMAL,2023-07-27,0.74,0.72,-2.11,True
AMAL,2023-04-27,0.71,0.74,4.23,True
AMAL,2023-01-26,0.74,0.83,12.19,True
AMAL,2022-10-27,0.7,0.77,10.79,True
AMAL,2022-07-28,0.55,0.65,18.11,True
AMAL,2022-04-28,0.39,0.46,18.88,True
AMAL,2022-01-27,0.4,0.53,31.29,True
AMAL,2021-10-28,0.37,0.46,23.78,True
AMAL,2021-07-29,0.36,0.32,-11.58,True
AMAL,2021-04-22,0.34,0.41,20.82,True
AMAL,2021-01-28,0.33,0.44,31.36,True
AMAL,2020-10-28,0.42,0.54,28.57,True
AMAL,2020-07-28,0.25,0.34,33.97,True
ALZN,2026-03-11,-0.53,-0.58,-9.43,True
ALZN,2025-12-09,-1.95,-0.3,84.65,True
ALZN,2025-09-10,-0.69,-1.28,-85.51,True
ALZN,2025-07-22,-2.7,-9.48,-251.11,True
ALZN,2025-03-10,-3.19,-1.71,46.48,True
ALZN,2024-12-11,-3.42,-3.6,-5.26,True
ALZN,2024-09-11,-21.42,-11.25,47.48,True
ALZN,2024-07-30,-34.2,-120.15,-251.32,True
ALZN,2024-03-25,-29.25,-34.2,-16.92,True
ALZN,2023-12-15,-60.75,-39.6,34.81,True
ALZN,2023-09-13,-54.0,-54.0,,True
ALZN,2023-07-27,-60.75,-40.5,33.33,True
ALZN,2023-03-15,-54.0,-81.0,-50.0,True
ALZN,2022-12-12,-54.0,-40.5,25.0,True
ALZN,2022-09-13,-94.5,-40.5,57.14,True
ALZN,2022-07-19,-47.25,-65.88,-39.43,True
ALZN,2022-03-15,-40.5,-40.5,,True
ALZN,2021-12-13,-33.75,-54.0,-60.0,True
AMAT,2026-05-14,2.67,,,False
AMAT,2026-02-12,2.21,2.38,7.89,True
AMAT,2025-11-13,2.09,2.17,3.65,True
AMAT,2025-08-14,2.36,2.48,5.13,True
AMAT,2025-05-15,2.31,2.39,3.45,True
AMAT,2025-02-13,2.3,2.38,3.67,True
AMAT,2024-11-14,2.19,2.32,5.71,True
AMAT,2024-08-15,2.03,2.12,4.68,True
AMAT,2024-05-16,1.99,2.09,5.27,True
AMAT,2024-02-15,1.91,2.13,11.78,True
AMAT,2023-11-16,1.99,2.12,6.44,True
AMAT,2023-08-17,1.75,1.9,8.88,True
AMAT,2023-05-18,1.83,2.0,9.49,True
AMAT,2023-02-16,1.92,2.03,5.68,True
AMAT,2022-11-17,1.74,2.03,16.87,True
AMAT,2022-08-18,1.78,1.94,8.69,True
AMAT,2022-05-19,1.9,1.85,-2.77,True
AMAT,2022-02-16,1.85,1.89,1.89,True
AMAT,2021-11-18,1.96,1.94,-0.93,True
AMAT,2021-08-19,1.78,1.9,6.82,True
AMAT,2021-05-20,1.51,1.63,7.92,True
AMAT,2021-02-18,1.28,1.39,8.75,True
AMAT,2020-11-12,1.17,1.25,6.71,True
AMAT,2020-08-13,0.95,1.06,11.88,True
AMAT,2020-05-14,0.89,0.89,0.4,True
ALXO,2026-05-08,-0.16,,,False
ALXO,2026-02-27,-0.32,-0.37,-15.54,True
ALXO,2025-11-07,-0.37,-0.41,-10.07,True
ALXO,2025-08-12,-0.31,-0.44,-43.1,True
ALXO,2025-05-08,-0.31,-0.48,-54.47,True
ALXO,2025-03-06,-0.64,-0.55,14.26,True
ALXO,2024-11-07,-0.66,-0.58,11.42,True
ALXO,2024-08-08,-0.7,-0.62,12.08,True
ALXO,2024-05-09,-0.71,-0.71,-0.28,True
ALXO,2024-03-07,-0.84,-0.79,5.76,True
ALXO,2023-11-13,-0.89,-1.24,-38.87,True
ALXO,2023-08-10,-0.86,-0.83,3.37,True
ALXO,2023-05-11,-0.8,-0.74,8.44,True
ALXO,2023-03-09,-0.88,-0.75,14.11,True
ALXO,2022-11-08,-0.74,-0.87,-17.73,True
ALXO,2022-08-08,-0.61,-0.81,-31.71,True
ALXO,2022-05-09,-0.68,-0.6,11.76,True
ALXO,2022-02-28,-0.61,-0.7,-15.37,True
ALXO,2021-11-11,-0.49,-0.61,-23.65,True
ALXO,2021-08-12,-0.45,-0.4,12.04,True
ALXO,2021-05-17,-0.34,-0.35,-3.52,True
ALXO,2021-03-18,-0.31,-0.43,-39.92,True
ALXO,2020-11-12,-0.34,-0.33,3.74,True
ALXO,2020-08-27,-0.44,-2.54,-477.95,True
AMC,2026-08-10,-0.08,,,False
AMC,2026-05-05,-0.34,-0.36,-6.93,True
AMC,2026-02-23,-0.25,-0.18,28.0,True
AMC,2025-11-05,-0.21,-0.21,,True
AMC,2025-08-11,-0.08,,100.0,False
AMC,2025-05-07,-0.61,-0.58,4.4,True
AMC,2025-02-25,-0.16,-0.18,-10.21,True
AMC,2024-11-06,-0.07,-0.04,42.86,True
AMC,2024-08-02,-0.36,-0.43,-18.62,True
AMC,2024-05-08,-0.77,-0.62,19.58,True
AMC,2024-02-28,-0.65,-0.54,17.35,True
AMC,2023-11-08,-0.25,-0.09,64.47,True
AMC,2023-08-08,-0.37,0.09,123.53,True
AMC,2023-05-05,-1.57,-1.5,4.23,True
AMC,2023-02-28,-1.92,-1.24,35.63,True
AMC,2022-11-08,-2.16,-1.76,18.37,True
AMC,2022-08-04,-2.01,-1.76,12.37,True
AMC,2022-05-09,-5.9,-5.74,2.85,True
AMC,2022-03-01,-2.23,-0.97,56.55,True
AMC,2021-11-08,-4.8,-3.88,19.13,True
AMC,2021-08-09,-8.43,-6.26,25.66,True
AMC,2021-05-06,-12.56,-12.53,0.21,True
AMC,2021-03-10,-27.53,-27.79,-0.98,True
AMC,2020-11-02,-41.58,-50.29,-20.96,True
AMC,2020-08-06,-37.04,-47.32,-27.73,True
AMBA,2026-05-28,0.1,,,False
AMBA,2026-02-26,0.1,0.13,26.67,True
AMBA,2025-11-25,0.21,0.27,29.6,True
AMBA,2025-08-28,0.05,0.15,177.06,True
AMBA,2025-05-29,0.04,0.07,83.1,True
AMBA,2025-02-26,-0.02,0.11,651.38,True
AMBA,2024-11-26,0.04,0.11,214.2,True
AMBA,2024-08-27,-0.19,-0.13,32.45,True
AMBA,2024-05-30,-0.31,-0.26,16.93,True
AMBA,2024-02-27,-0.33,-0.24,26.86,True
AMBA,2023-11-30,-0.39,-0.28,28.28,True
AMBA,2023-08-29,-0.18,-0.15,18.85,True
AMBA,2023-05-30,-0.21,-0.15,27.27,True
AMBA,2023-02-28,0.15,0.23,54.92,True
AMBA,2022-12-01,0.2,0.24,20.85,True
AMBA,2022-08-30,0.19,0.2,3.23,True
AMBA,2022-05-31,0.37,0.44,19.52,True
AMBA,2022-02-28,0.42,0.45,6.25,True
AMBA,2021-11-30,0.49,0.57,16.62,True
AMBA,2021-08-31,0.25,0.35,41.41,True
AMBA,2021-06-01,0.17,0.23,32.86,True
AMBA,2021-03-02,0.08,0.14,74.48,True
AMBA,2020-11-23,0.05,0.09,67.22,True
AMBA,2020-09-01,-0.02,0.06,343.7,True
AMBA,2020-06-02,-0.01,0.04,433.33,True
AMIX,2026-02-11,-0.46,-0.36,21.74,True
AMIX,2025-11-12,-1.5,-1.38,8.0,True
AMIX,2025-08-13,-0.98,-1.07,-9.18,True
AMIX,2025-05-29,-1.24,-0.74,40.08,True
AMIX,2025-02-13,-2.4,-1.46,39.17,True
AMIX,2024-11-08,,-2.47,,True
AMGN,2026-08-04,5.62,,,False
AMGN,2026-04-30,4.77,5.15,8.04,True
AMGN,2026-02-03,2.41,2.45,1.5,True
AMGN,2025-11-04,2.6,5.93,128.14,True
AMGN,2025-08-05,3.12,2.65,-15.05,True
AMGN,2025-05-01,4.26,4.9,15.01,True
AMGN,2025-02-04,5.08,5.31,4.63,True
AMGN,2024-10-30,5.11,5.58,9.29,True
AMGN,2024-08-06,5.0,4.97,-0.62,True
AMGN,2024-05-02,3.89,3.96,1.83,True
AMGN,2024-02-06,4.59,4.71,2.58,True
AMGN,2023-10-31,4.68,4.96,5.9,True
AMGN,2023-08-03,4.49,5.0,11.27,True
AMGN,2023-04-27,3.85,3.98,3.27,True
AMGN,2023-01-31,4.09,4.09,-0.03,True
AMGN,2022-11-03,4.45,4.7,5.61,True
AMGN,2022-08-04,4.33,4.65,7.28,True
AMGN,2022-04-27,4.12,4.25,3.12,True
AMGN,2022-02-07,4.04,4.36,8.03,True
AMGN,2021-11-02,4.22,4.67,10.65,True
AMGN,2021-08-03,4.01,4.38,9.2,True
AMGN,2021-04-27,4.04,3.7,-8.46,True
AMGN,2021-02-02,3.35,3.81,13.85,True
AMGN,2020-10-28,3.75,4.37,16.41,True
AMGN,2020-07-28,3.77,4.25,12.79,True
AME,2026-07-30,1.99,,,False
AMH,2026-05-06,0.15,,,False
AMH,2026-02-19,0.22,0.34,55.78,True
AMH,2025-10-29,0.2,0.28,39.67,True
AMH,2025-07-31,0.17,0.29,73.52,True
AMH,2025-05-01,0.16,0.31,95.26,True
AMH,2025-02-20,0.14,0.36,147.05,True
AMH,2024-10-29,0.14,0.22,64.02,True
AMH,2024-08-01,0.14,0.26,88.35,True
AMH,2024-05-02,0.16,0.31,90.05,True
AMH,2024-02-22,0.13,0.22,67.34,True
AMH,2023-11-02,0.16,0.21,37.81,True
AMH,2023-07-27,0.11,0.28,148.83,True
AMH,2023-05-04,0.11,0.32,185.71,True
AMH,2023-02-23,0.13,0.25,98.41,True
AMH,2022-11-03,0.12,0.14,20.69,True
AMH,2022-08-04,0.12,0.16,30.61,True
AMH,2022-05-05,0.11,0.16,45.45,True
AMH,2022-02-24,0.11,0.14,30.23,True
AMH,2021-11-04,0.09,0.11,26.92,True
AMH,2021-08-05,0.04,0.06,38.47,True
AMH,2021-05-06,0.06,0.09,44.0,True
AMH,2021-02-25,0.07,0.09,38.46,True
AMH,2020-11-05,0.04,0.07,61.55,True
AMH,2020-08-06,0.03,0.05,66.67,True
AMH,2020-05-07,0.06,0.07,27.27,True
AMLX,2026-05-07,-0.34,,,False
AMLX,2026-03-03,-0.34,-0.3,12.23,True
AMLX,2025-11-06,-0.43,-0.37,13.93,True
AMLX,2025-08-07,-0.45,-0.46,-1.23,True
AMLX,2025-05-08,-0.5,-0.42,16.0,True
AMLX,2025-03-04,-0.52,-0.55,-5.77,True
AMLX,2024-11-07,-0.56,-1.07,-89.38,True
AMLX,2024-08-08,-0.82,-0.62,23.91,True
AMLX,2024-05-09,-0.01,-0.12,-1946.5,True
AMLX,2024-02-22,0.23,0.07,-69.27,True
AMLX,2023-11-09,0.44,0.3,-31.3,True
AMLX,2023-08-10,0.07,0.31,342.86,True
AMLX,2023-05-11,-0.25,0.02,108.11,True
AMLX,2023-03-13,-0.84,-0.65,22.77,True
AMLX,2022-11-10,-0.98,-0.92,5.69,True
AMLX,2022-08-11,-0.84,-0.93,-10.28,True
AMLX,2022-05-12,-0.69,-0.93,-34.78,True
AMLX,2022-03-31,-0.64,-4.15,-548.44,True
AMKR,2026-07-27,0.47,,,False
AMKR,2026-04-27,0.24,0.33,35.6,True
AMKR,2026-02-09,0.44,0.69,56.45,True
AMKR,2025-10-27,0.43,0.51,19.64,True
AMKR,2025-07-28,0.16,0.22,39.62,True
AMKR,2025-04-28,0.09,0.09,4.54,True
AMKR,2025-02-10,0.38,0.43,13.91,True
AMKR,2024-10-28,0.5,0.49,-2.68,True
AMKR,2024-07-29,0.23,0.27,19.34,True
AMKR,2024-04-29,0.13,0.24,80.86,True
AMKR,2024-02-05,0.41,0.48,16.69,True
AMKR,2023-10-30,0.51,0.54,5.37,True
AMKR,2023-07-31,0.25,0.26,5.2,True
AMKR,2023-05-01,0.18,0.18,,True
AMKR,2023-02-13,0.7,0.67,-4.34,True
AMKR,2022-10-31,0.89,1.24,39.86,True
AMKR,2022-08-01,0.48,0.51,6.25,True
AMKR,2022-05-02,0.57,0.69,21.05,True
AMKR,2022-02-14,0.66,0.88,33.33,True
AMKR,2021-10-25,0.7,0.74,5.71,True
AMKR,2021-07-26,0.47,0.51,8.49,True
AMKR,2021-04-26,0.46,0.49,5.65,True
AMKR,2021-02-08,0.38,0.52,38.67,True
AMKR,2020-10-26,0.27,0.38,43.4,True
AMKR,2020-07-27,-0.02,0.23,1250.0,True
AMD,2026-08-04,1.44,,,False
AMPG,2026-03-26,-0.07,-0.14,-100.0,True
AMPG,2025-11-14,-0.09,-0.01,88.89,True
AMPG,2025-08-14,-0.06,-0.09,-50.0,True
AMPG,2025-05-15,-0.08,-0.09,-12.5,True
AMPG,2025-03-31,-0.12,-0.32,-166.67,True
AMPG,2024-11-14,-0.16,-0.12,25.0,True
AMPG,2024-08-14,-0.12,-0.16,-33.33,True
AMPG,2024-05-28,-0.1,-0.14,-44.7,True
AMPG,2024-04-01,-0.08,-0.06,28.63,True
AMPG,2023-11-14,-0.01,-0.1,-860.5,True
AMPG,2023-08-14,-0.06,-0.05,15.0,True
AMPG,2023-05-15,-0.17,-0.06,63.35,True
AMPG,2023-03-31,-0.09,0.01,105.56,True
AMPG,2022-11-14,,0.06,1287.6,True
AMPG,2022-08-15,-0.03,-0.04,-33.33,True
AMPG,2022-05-16,-0.1,,100.0,False
AMPG,2022-03-31,-0.1,-0.3,-185.71,True
AMPG,2021-11-15,-0.08,-0.06,29.25,True
AMPG,2021-08-16,-0.1,-0.08,20.4,True
AMP,2026-07-23,10.59,,,False
AMP,2026-04-23,10.21,11.26,10.25,True
AMP,2026-01-29,10.31,10.83,5.04,True
AMP,2025-10-30,9.76,9.87,1.12,True
AMP,2025-07-24,9.0,9.11,1.17,True
AMP,2025-04-24,9.17,5.83,-36.42,True
AMP,2025-01-29,8.79,10.58,20.38,True
AMP,2024-10-23,8.92,8.1,-9.16,True
AMP,2024-07-24,8.53,8.53,0.03,True
AMP,2024-04-22,8.2,8.39,2.32,True
AMP,2024-01-24,7.7,7.2,-6.44,True
AMP,2023-10-25,7.6,7.68,1.05,True
AMP,2023-07-26,7.39,7.44,0.65,True
AMP,2023-04-24,7.2,7.25,0.64,True
AMP,2023-01-25,6.48,6.94,7.13,True
AMP,2022-10-25,5.85,5.24,-10.39,True
AMP,2022-07-26,5.55,5.81,4.65,True
AMP,2022-04-25,5.9,5.98,1.4,True
AMP,2022-01-26,5.73,6.15,7.38,True
AMP,2021-10-26,5.49,5.86,6.67,True
AMP,2021-07-26,5.2,5.27,1.43,True
AMP,2021-04-26,4.71,5.43,15.37,True
AMP,2021-01-27,4.54,4.53,-0.22,True
AMP,2020-10-28,1.23,1.47,19.4,True
AMP,2020-07-29,2.53,2.64,4.36,True
AMPH,2026-05-07,0.71,,,False
AMPH,2026-02-26,0.92,0.73,-20.5,True
AMPH,2025-11-06,0.83,0.93,12.68,True
AMPH,2025-08-07,0.74,0.85,14.62,True
AMPH,2025-05-07,0.69,0.74,7.61,True
AMPH,2025-02-27,0.94,0.92,-1.95,True
AMPH,2024-11-06,0.98,0.96,-2.13,True
AMPH,2024-08-07,0.75,0.94,25.08,True
AMPH,2024-05-07,0.79,1.04,32.23,True
AMPH,2024-02-28,0.91,0.88,-3.3,True
AMPH,2023-11-08,0.69,1.15,66.67,True
AMPH,2023-08-08,0.56,0.65,16.07,True
AMPH,2023-05-09,0.5,0.62,25.25,True
AMPH,2023-02-28,0.4,0.73,82.5,True
AMPH,2022-11-07,0.39,0.38,-3.39,True
AMPH,2022-08-08,0.35,0.39,12.07,True
AMPH,2022-05-09,0.36,0.47,30.56,True
AMPH,2022-03-10,0.37,0.42,13.51,True
AMPH,2021-11-08,0.23,0.46,100.0,True
AMPH,2021-08-09,0.21,0.21,0.8,True
AMPH,2021-05-06,0.18,0.27,46.51,True
AMPH,2021-03-15,0.14,0.16,16.67,True
AMPH,2020-11-06,0.14,0.15,7.14,True
AMPH,2020-08-06,0.14,0.16,17.9,True
AMPH,2020-05-07,0.09,0.17,98.34,True
AMS,2026-05-14,,,,False
AMS,2026-03-31,0.02,-0.09,-550.0,True
AMS,2025-11-13,,,,False
AMS,2025-08-13,-0.07,-0.04,42.86,True
AMS,2025-05-15,0.04,-0.1,-350.0,True
AMS,2025-04-04,0.01,-0.22,-2317.3,True
AMS,2024-11-13,0.08,-0.03,-137.5,True
AMS,2024-08-14,0.08,0.58,619.63,True
AMS,2024-05-14,0.03,0.02,-33.33,True
AMS,2024-03-27,0.02,0.08,311.5,True
AMPX,2026-05-06,-0.02,,,False
AMPX,2026-03-04,-0.04,-0.01,73.68,True
AMPX,2025-11-06,-0.06,-0.03,46.15,True
AMPX,2025-08-07,-0.08,-0.05,38.6,True
AMPX,2025-05-08,-0.09,-0.08,11.11,True
AMPX,2025-03-20,-0.1,-0.09,16.35,True
AMPX,2024-11-07,0.01,-0.1,-1100.0,True
AMPX,2024-08-08,-0.1,-0.13,-30.0,True
AMPX,2024-05-09,-0.1,-0.11,-12.82,True
AMPX,2024-03-21,-0.11,-0.1,6.0,True
AMPX,2023-11-09,-0.12,-0.1,16.67,True
AMPX,2023-08-10,-0.11,-0.11,4.35,True
AMPX,2023-05-11,-0.08,-0.11,-37.5,True
AMPX,2023-03-23,-0.06,-0.06,-7.93,True
AMPX,2022-11-10,-0.11,-0.05,54.33,True
AMRX,2026-08-04,0.23,,,False
AMRX,2026-05-04,0.17,,,False
AMRX,2026-02-27,0.18,0.21,14.07,True
AMRX,2025-10-30,0.14,0.17,22.89,True
AMRX,2025-08-05,0.17,0.25,42.95,True
AMRX,2025-05-02,0.15,0.21,43.18,True
AMRX,2025-02-28,0.15,0.12,-21.08,True
AMRX,2024-11-08,0.14,0.16,18.3,True
AMRX,2024-08-09,0.14,0.16,15.05,True
AMRX,2024-05-03,0.09,0.14,52.07,True
AMRX,2024-03-01,0.09,0.14,56.37,True
AMRX,2023-11-07,0.13,0.19,49.8,True
AMRX,2023-08-04,0.1,0.19,91.36,True
AMRX,2023-05-05,0.1,0.12,25.0,True
AMRX,2023-03-02,0.21,0.23,11.7,True
AMRX,2022-11-04,0.18,0.14,-20.64,True
AMRX,2022-08-05,0.19,0.19,-2.22,True
AMRX,2022-05-04,0.13,0.12,-7.59,True
AMRX,2022-03-02,0.2,0.18,-9.39,True
AMRX,2021-11-03,0.2,0.21,2.91,True
AMRX,2021-08-09,0.18,0.25,35.8,True
AMRX,2021-05-07,0.18,0.2,13.51,True
AMRX,2021-02-26,0.13,0.14,5.4,True
AMRX,2020-11-06,0.12,0.16,31.57,True
AMRX,2020-08-06,0.1,0.13,34.92,True
AMPY,2026-05-11,0.1,,,False
AMPY,2026-03-09,0.21,-0.24,-215.05,True
AMPY,2025-11-05,0.09,-0.15,-266.22,True
AMPY,2025-08-06,0.12,-0.05,-146.35,True
AMPY,2025-05-12,0.16,0.1,-39.69,True
AMPY,2025-03-05,0.26,0.13,-49.96,True
