fold,test_year,k_sl,k_tp,min_tp,max_time,train_expectancy,train_win_rate,train_ignition_score,test_expectancy,test_risk_adj_return,test_win_rate,test_loss_rate,test_time_rate,test_avg_days,test_risk_reward,test_ignition_score,test_avg_win,test_avg_time,test_trades
4,2024,1.5,3.0,0.2,30,0.012638533511541022,0.07457520453115167,1.9440442416436046,0.0071404168705515685,0.14428053435533672,0.06301012079660463,0.5004897159647405,0.4365001632386549,12.47143323539014,4.166139442430732,2.095645680478687,0.24915637030964288,0.04896419591832264,3063
4,2024,1.5,3.0,0.2,45,0.012638533511541022,0.07457520453115167,1.9440442416436046,0.0071404168705515685,0.14428053435533672,0.06301012079660463,0.5004897159647405,0.4365001632386549,12.47143323539014,4.166139442430732,2.095645680478687,0.24915637030964288,0.04896419591832264,3063
4,2024,1.5,3.0,0.2,60,0.012638533511541022,0.07457520453115167,1.9440442416436046,0.0071404168705515685,0.14428053435533672,0.06301012079660463,0.5004897159647405,0.4365001632386549,12.47143323539014,4.166139442430732,2.095645680478687,0.24915637030964288,0.04896419591832264,3063
5,2025,2.0,4.0,0.2,30,-5.8103126818458833e-05,0.054285714285714284,2.119363737248597,0.0124032474819019,0.2159514134829494,0.062276671771311895,0.3343542623787647,0.6033690658499234,14.473711077080143,3.0029151862220296,2.0888372998229183,0.27858639450681993,0.04321156522351937,1959
5,2025,2.0,4.0,0.2,45,-5.78510874511412e-05,0.054285714285714284,2.1193587857980645,0.012404540524599463,0.21590539476423395,0.062276671771311895,0.3343542623787647,0.6033690658499234,14.478305257784584,3.0029151862220296,2.0888192740147717,0.27858639450681993,0.0432137082612897,1959
5,2025,2.0,4.0,0.2,60,-5.78510874511412e-05,0.054285714285714284,2.1193587857980645,0.012404540524599463,0.21590539476423395,0.062276671771311895,0.3343542623787647,0.6033690658499234,14.478305257784584,3.0029151862220296,2.0888192740147717,0.27858639450681993,0.0432137082612897,1959
3,2023,1.0,4.0,0.2,30,0.003963923512672388,0.05466237942122187,2.19626608153471,0.012613888772349638,0.2847258177165718,0.05799151343705799,0.553983969825554,0.388024516737388,11.164073550212164,5.382957971360565,2.080742254308303,0.24356699523505881,0.06070653753183027,2121
3,2023,1.0,4.0,0.2,45,0.003963923512672388,0.05466237942122187,2.19626608153471,0.012613888772349638,0.2847258177165718,0.05799151343705799,0.553983969825554,0.388024516737388,11.164073550212164,5.382957971360565,2.080742254308303,0.24356699523505881,0.06070653753183027,2121
3,2023,1.0,4.0,0.2,60,0.003963923512672388,0.05466237942122187,2.19626608153471,0.012613888772349638,0.2847258177165718,0.05799151343705799,0.553983969825554,0.388024516737388,11.164073550212164,5.382957971360565,2.080742254308303,0.24356699523505881,0.06070653753183027,2121
4,2024,2.0,3.0,0.2,30,0.01385483513840758,0.07724984266834486,1.9486943172090998,0.009998221431394564,0.17379154090841578,0.06660137120470128,0.38491674828599415,0.5484818805093046,14.497551420176297,3.3165404515627235,2.0788165654752095,0.2490271791500815,0.04068446874503339,3063
4,2024,2.0,3.0,0.2,45,0.01385483513840758,0.07724984266834486,1.9486943172090998,0.009998221431394564,0.17379154090841578,0.06660137120470128,0.38491674828599415,0.5484818805093046,14.497551420176297,3.3165404515627235,2.0788165654752095,0.2490271791500815,0.04068446874503339,3063
4,2024,2.0,3.0,0.2,60,0.01385483513840758,0.07724984266834486,1.9486943172090998,0.009998221431394564,0.17379154090841578,0.06660137120470128,0.38491674828599415,0.5484818805093046,14.497551420176297,3.3165404515627235,2.0788165654752095,0.2490271791500815,0.04068446874503339,3063
5,2025,1.5,4.0,0.2,30,-0.0005316809158512348,0.05126050420168067,2.160573752940306,0.009962836409322495,0.19289095319309033,0.05768249106687085,0.4369576314446146,0.5053598774885145,13.015824400204187,3.700548119973268,2.077877583280589,0.27834889103793853,0.052980429923731795,1959
5,2025,1.5,4.0,0.2,45,-0.0005314288764839172,0.05126050420168067,2.160567290815874,0.009964129452020059,0.19284791854470687,0.05768249106687085,0.4369576314446146,0.5053598774885145,13.020418580908627,3.700548119973268,2.0778545007840545,0.27834889103793853,0.052982988580948485,1959
5,2025,1.5,4.0,0.2,60,-0.0005314288764839172,0.05126050420168067,2.160567290815874,0.009964129452020059,0.19284791854470687,0.05768249106687085,0.4369576314446146,0.5053598774885145,13.020418580908627,3.700548119973268,2.0778545007840545,0.27834889103793853,0.052982988580948485,1959
3,2023,1.5,4.0,0.2,30,0.006060498503919657,0.06109324758842444,2.103121698168616,0.014428914668674409,0.27257155082664597,0.05987741631305988,0.4332861857614333,0.5068363979255068,13.33993399339934,4.064163698809662,2.073549575933438,0.24490199278768482,0.051050320678590305,2121
3,2023,1.5,4.0,0.2,45,0.006060498503919657,0.06109324758842444,2.103121698168616,0.014428914668674409,0.27257155082664597,0.05987741631305988,0.4332861857614333,0.5068363979255068,13.33993399339934,4.064163698809662,2.073549575933438,0.24490199278768482,0.051050320678590305,2121
