fold,test_year,k_sl,k_tp,min_tp,train_expectancy,train_win_rate,test_expectancy,test_risk_adj_return,test_win_rate,test_loss_rate,test_avg_days,test_risk_reward,test_trades
4,2024,1.5,3.0,0.15,0.01176655598842808,0.12386706948640483,0.00697142089345652,0.1462564982205361,0.10719086021505377,0.5023521505376344,12.011760752688172,3.2675205106484175,2976
4,2024,1.5,2.0,0.2,0.011302164634937637,0.07362060740976308,0.006857109279199601,0.13923115793026397,0.06451612903225806,0.5023521505376344,12.410954301075268,4.011556252934405,2976
5,2025,1.0,4.0,0.2,5.9783343329216504e-05,0.04828178694158076,0.006824478490657385,0.16434832181901973,0.06402328119316116,0.5496544197890142,10.464168788650419,4.8591505046947505,2749
5,2025,1.0,3.0,0.2,-0.0004192985525203613,0.05017182130584193,0.0067931065824468305,0.16473241848205541,0.07311749727173518,0.5485631138595853,10.39177882866497,4.580633204132753,2749
5,2025,1.0,2.0,0.2,-0.0003369578016894463,0.05189003436426117,0.006747380801998902,0.16445254040119392,0.07639141506002183,0.5478355765732994,10.339396144052383,4.454412625014285,2749
4,2024,1.5,2.0,0.15,0.01129215393689387,0.13070440451582127,0.0066776079371984095,0.1409401505042728,0.11290322580645161,0.5013440860215054,11.939516129032258,3.1242973072598623,2976
5,2025,1.0,4.0,0.15,-1.1148753566333353e-05,0.07869415807560137,0.006314383799560515,0.15533101624153786,0.09094216078574027,0.5492906511458713,10.244088759548927,4.057574884233823,2749
5,2025,1.0,3.0,0.15,-0.0005524665049801356,0.08745704467353951,0.006272846009000299,0.1570246992499436,0.10913059294288832,0.5460167333575846,10.066933430338304,3.7063826201987182,2749
5,2025,1.0,2.0,0.15,-0.00048567209996477553,0.09243986254295533,0.005923848213538254,0.15057364064842585,0.12004365223717715,0.5434703528555839,9.914150600218262,3.432996299191017,2749
4,2024,1.25,4.0,0.2,0.011229036674483186,0.06423914771823819,0.005785243072159343,0.1284537722777133,0.05712365591397849,0.5655241935483871,11.349462365591398,4.9415365575733805,2976
4,2024,1.25,4.0,0.15,0.011532892156356948,0.10589918906026395,0.005687333762058145,0.13010881976459734,0.09240591397849462,0.5651881720430108,11.015456989247312,3.9705993119568666,2976
4,2024,1.25,3.0,0.2,0.010859369668809106,0.0685323580855462,0.005207744211927091,0.11606758558124003,0.05981182795698925,0.5648521505376344,11.306787634408602,4.662529797479126,2976
4,2024,1.25,2.0,0.2,0.01071476524816617,0.0713944983304182,0.00508827093256623,0.11367508601447493,0.061155913978494625,0.5645161290322581,11.279905913978494,4.565098373066927,2976
